seqID_header_	cls_	hmm_comb_	dtolID_	def_one_	def_two_	feature_	seqID_	start_	end_	length_	method_	plant_type_	class_	centromere_status_	ltr_identity_	rownames.tag
Chr3_38786741__38801693-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	38786741	38801693	14953	intact	dicot	Satellite	OUT	0.9818	Chr3_38786741__38801693-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr12_27568850__27584390-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr12	27568850	27584390	15541	intact	dicot	Satellite	OUT	0.9994	Chr12_27568850__27584390-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr15_25748830__25764371-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	25748830	25764371	15542	intact	dicot	Satellite	OUT	0.9968	Chr15_25748830__25764371-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr14_20593840__20609415-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	20593840	20609415	15576	intact	dicot	Satellite	OUT	0.9936	Chr14_20593840__20609415-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr11_18725390__18740887-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr11	18725390	18740887	15498	intact	dicot	Satellite	OUT	0.9974	Chr11_18725390__18740887-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr18_16204547__16220156-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr18	16204547	16220156	15610	intact	dicot	Satellite	OUT	0.9981	Chr18_16204547__16220156-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr8_40063754__40079314-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	40063754	40079314	15561	intact	dicot	Satellite	OUT	0.9955	Chr8_40063754__40079314-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr8_32873109__32888710-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	32873109	32888710	15602	intact	dicot	Satellite	OUT	0.9974	Chr8_32873109__32888710-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_17012583__17028158-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	17012583	17028158	15576	intact	dicot	Satellite	OUT	0.9923	Chr3_17012583__17028158-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr7_7377745__7393303-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr7	7377745	7393303	15559	intact	dicot	Satellite	OUT	0.9968	Chr7_7377745__7393303-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr8_10635112__10652277-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	10635112	10652277	17166	intact	dicot	Satellite	OUT	0.9864	Chr8_10635112__10652277-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr11_31580488__31596769-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr11	31580488	31596769	16282	intact	dicot	Satellite	OUT	0.9573	Chr11_31580488__31596769-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr4_29442972__29458107-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr4	29442972	29458107	15136	intact	dicot	Satellite	OUT	0.9868	Chr4_29442972__29458107-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr6_4374912__4390472-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr6	4374912	4390472	15561	intact	dicot	Satellite	OUT	0.9981	Chr6_4374912__4390472-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr7_34181511__34197063-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr7	34181511	34197063	15553	intact	dicot	Satellite	OUT	0.9962	Chr7_34181511__34197063-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_41256444__41272045-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	41256444	41272045	15602	intact	dicot	Satellite	OUT	0.9962	Chr3_41256444__41272045-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr14_20372312__20387325-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	20372312	20387325	15014	intact	dicot	Satellite	OUT	0.9715	Chr14_20372312__20387325-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr1_38006077__38021671-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr1	38006077	38021671	15595	intact	dicot	Satellite	OUT	0.9936	Chr1_38006077__38021671-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr7_10359399__10374968-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr7	10359399	10374968	15570	intact	dicot	Satellite	OUT	0.9943	Chr7_10359399__10374968-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr16_15173430__15188764-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr16	15173430	15188764	15335	intact	dicot	Satellite	OUT	0.9852	Chr16_15173430__15188764-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr4_36564010__36579653-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr4	36564010	36579653	15644	intact	dicot	Satellite	OUT	0.9987	Chr4_36564010__36579653-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr6_37277935__37293535-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr6	37277935	37293535	15601	intact	dicot	Satellite	OUT	0.9987	Chr6_37277935__37293535-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr19_30433681__30449269-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr19	30433681	30449269	15589	intact	dicot	Satellite	OUT	1	Chr19_30433681__30449269-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr17_21183055__21198633-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr17	21183055	21198633	15579	intact	dicot	Satellite	OUT	0.9987	Chr17_21183055__21198633-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr1_22948310__22963904-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr1	22948310	22963904	15595	intact	dicot	Satellite	OUT	0.9974	Chr1_22948310__22963904-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr19_24657288__24672904-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr19	24657288	24672904	15617	intact	dicot	Satellite	OUT	0.9987	Chr19_24657288__24672904-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_2024828__2040358-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	2024828	2040358	15531	intact	dicot	Satellite	OUT	0.9994	Chr3_2024828__2040358-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr5_46004691__46020274-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	46004691	46020274	15584	intact	dicot	Satellite	OUT	0.9981	Chr5_46004691__46020274-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr15_28946104__28961682-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	28946104	28961682	15579	intact	dicot	Satellite	OUT	1	Chr15_28946104__28961682-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr15_11576120__11591755-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	11576120	11591755	15636	intact	dicot	Satellite	OUT	0.9994	Chr15_11576120__11591755-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr2_19536884__19552440-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	19536884	19552440	15557	intact	dicot	Satellite	OUT	0.9961	Chr2_19536884__19552440-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr13_21622787__21638401-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr13	21622787	21638401	15615	intact	dicot	Satellite	OUT	0.9994	Chr13_21622787__21638401-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr19_3595619__3611188-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr19	3595619	3611188	15570	intact	dicot	Satellite	OUT	0.9974	Chr19_3595619__3611188-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_48636131__48651687-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	48636131	48651687	15557	intact	dicot	Satellite	OUT	0.9961	Chr3_48636131__48651687-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr17_40093756__40109382-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr17	40093756	40109382	15627	intact	dicot	Satellite	OUT	0.9987	Chr17_40093756__40109382-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr21_19548727__19564332-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr21	19548727	19564332	15606	intact	dicot	Satellite	IN	1	Chr21_19548727__19564332-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_2994119__3009709-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	2994119	3009709	15591	intact	dicot	Satellite	OUT	1	Chr3_2994119__3009709-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr10_36987956__37003806-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr10	36987956	37003806	15851	intact	dicot	Satellite	OUT	0.9949	Chr10_36987956__37003806-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr20_7811816__7827408-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr20	7811816	7827408	15593	intact	dicot	Satellite	OUT	1	Chr20_7811816__7827408-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_3351565__3367215-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	3351565	3367215	15651	intact	dicot	Satellite	OUT	0.9968	Chr3_3351565__3367215-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr6_40120593__40136209-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr6	40120593	40136209	15617	intact	dicot	Satellite	OUT	0.9994	Chr6_40120593__40136209-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr5_3653318__3668135-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	3653318	3668135	14818	intact	dicot	Satellite	OUT	0.9922	Chr5_3653318__3668135-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr21_22403593__22420736-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr21	22403593	22420736	17144	intact	dicot	Satellite	OUT	0.9948	Chr21_22403593__22420736-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr12_18380554__18396156-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr12	18380554	18396156	15603	intact	dicot	Satellite	OUT	0.9987	Chr12_18380554__18396156-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr12_29889734__29905308-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr12	29889734	29905308	15575	intact	dicot	Satellite	OUT	0.9994	Chr12_29889734__29905308-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr5_45263816__45279363-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	45263816	45279363	15548	intact	dicot	Satellite	OUT	0.9987	Chr5_45263816__45279363-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr19_2734906__2750375-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr19	2734906	2750375	15470	intact	dicot	Satellite	OUT	1	Chr19_2734906__2750375-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr6_8260969__8276529-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr6	8260969	8276529	15561	intact	dicot	Satellite	OUT	0.9961	Chr6_8260969__8276529-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr17_9079859__9095444-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr17	9079859	9095444	15586	intact	dicot	Satellite	OUT	0.9981	Chr17_9079859__9095444-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr9_10608352__10623949-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr9	10608352	10623949	15598	intact	dicot	Satellite	OUT	1	Chr9_10608352__10623949-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr10_7177944__7193498-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr10	7177944	7193498	15555	intact	dicot	Satellite	OUT	0.9987	Chr10_7177944__7193498-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr15_23789762__23805088-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	23789762	23805088	15327	intact	dicot	Satellite	OUT	0.9994	Chr15_23789762__23805088-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr11_15963023__15978636-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr11	15963023	15978636	15614	intact	dicot	Satellite	OUT	0.9981	Chr11_15963023__15978636-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_15914978__15930566-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	15914978	15930566	15589	intact	dicot	Satellite	OUT	0.9974	Chr3_15914978__15930566-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr6_34355047__34370592-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr6	34355047	34370592	15546	intact	dicot	Satellite	OUT	0.996	Chr6_34355047__34370592-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr14_16882734__16898305-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	16882734	16898305	15572	intact	dicot	Satellite	OUT	0.9994	Chr14_16882734__16898305-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_49985111__49999370-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	49985111	49999370	14260	intact	dicot	Satellite	OUT	0.9968	Chr3_49985111__49999370-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr5_34363397__34379048-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	34363397	34379048	15652	intact	dicot	Satellite	OUT	0.9968	Chr5_34363397__34379048-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr16_12480695__12496318-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr16	12480695	12496318	15624	intact	dicot	Satellite	OUT	0.9994	Chr16_12480695__12496318-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr2_34610055__34625665-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	34610055	34625665	15611	intact	dicot	Satellite	OUT	0.9994	Chr2_34610055__34625665-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr15_4940186__4955809-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	4940186	4955809	15624	intact	dicot	Satellite	OUT	1	Chr15_4940186__4955809-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr15_30570907__30586519-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	30570907	30586519	15613	intact	dicot	Satellite	OUT	1	Chr15_30570907__30586519-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr20_2184943__2200552-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr20	2184943	2200552	15610	intact	dicot	Satellite	OUT	0.9994	Chr20_2184943__2200552-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr20_2220608__2236210-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr20	2220608	2236210	15603	intact	dicot	Satellite	OUT	1	Chr20_2220608__2236210-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr13_44259243__44274836-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr13	44259243	44274836	15594	intact	dicot	Satellite	OUT	1	Chr13_44259243__44274836-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr21_10297347__10312989-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr21	10297347	10312989	15643	intact	dicot	Satellite	OUT	0.9987	Chr21_10297347__10312989-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr5_30714366__30729970-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	30714366	30729970	15605	intact	dicot	Satellite	OUT	0.9934	Chr5_30714366__30729970-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr8_1557628__1573249-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	1557628	1573249	15622	intact	dicot	Satellite	OUT	0.9994	Chr8_1557628__1573249-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr1_16730787__16746360-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr1	16730787	16746360	15574	intact	dicot	Satellite	OUT	0.9994	Chr1_16730787__16746360-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr21_17731428__17747033-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr21	17731428	17747033	15606	intact	dicot	Satellite	OUT	0.9968	Chr21_17731428__17747033-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr17_39934106__39949705-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr17	39934106	39949705	15600	intact	dicot	Satellite	OUT	1	Chr17_39934106__39949705-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_18640286__18655876-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	18640286	18655876	15591	intact	dicot	Satellite	OUT	1	Chr3_18640286__18655876-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr20_3126674__3142281-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr20	3126674	3142281	15608	intact	dicot	Satellite	OUT	0.9994	Chr20_3126674__3142281-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr18_18409548__18425143-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr18	18409548	18425143	15596	intact	dicot	Satellite	OUT	0.9994	Chr18_18409548__18425143-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr12_27264575__27280178-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr12	27264575	27280178	15604	intact	dicot	Satellite	OUT	0.9981	Chr12_27264575__27280178-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr18_30510690__30526278-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr18	30510690	30526278	15589	intact	dicot	Satellite	OUT	0.9994	Chr18_30510690__30526278-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr3_42609401__42624944-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	42609401	42624944	15544	intact	dicot	Satellite	OUT	0.9916	Chr3_42609401__42624944-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr10_23539522__23555116-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr10	23539522	23555116	15595	intact	dicot	Satellite	IN	0.9987	Chr10_23539522__23555116-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr13_17456096__17471626-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr13	17456096	17471626	15531	intact	dicot	Satellite	OUT	0.9981	Chr13_17456096__17471626-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr14_5883633__5899212-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	5883633	5899212	15580	intact	dicot	Satellite	OUT	1	Chr14_5883633__5899212-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr2_42554717__42570317-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	42554717	42570317	15601	intact	dicot	Satellite	OUT	0.9987	Chr2_42554717__42570317-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
Chr20_23496534__23512098-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	dmThaMinu1	NA	NA	Gypsy_LTR_retrotransposon	Chr20	23496534	23512098	15565	intact	dicot	Satellite	OUT	0.9987	Chr20_23496534__23512098-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/dmThaMinu1
